Symbol,Description,Sector,Industry
BDIMF,Black Diamond Group Ltd,Consumer durables,Homebuilding
EBTC,Enterprise Bancorp Inc,Finance,Regional banks
GPRK,Geopark Ltd,Energy minerals,Oil & gas production
HIX,Western Asset High Income Fund II Inc.,Miscellaneous,Investment trusts/Mutual funds
VBNK,VersaBank,Finance,Regional banks
BWBBP,"Bridgewater Bancshares, Inc. - Depositary Shares, Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series A",Finance,Regional banks
BWB,"Bridgewater Bancshares, Inc.",Finance,Regional banks
PERI,Perion Network Ltd,Technology services,Internet software/Services
SGU,Star Group L.P.,Energy minerals,Oil refining/Marketing
BSVN,Bank7 Corp.,Finance,Regional banks
FRMO,FRMO Corp.,Finance,Investment managers
PKOH,Park-Ohio Holdings Corp.,Producer manufacturing,Metal fabrication
LWAY,"Lifeway Foods, Inc.",Consumer non-durables,Food: meat/fish/dairy
UNTY,"Unity Bancorp, Inc.",Finance,Regional banks
VLGEA,"Village Super Market, Inc.",Retail trade,Food retail
HPF,John Hancock Pfd Income Fund II Pfd Income Fund II,Miscellaneous,Investment trusts/Mutual funds
HIO,"Western Asset High Income Opportunity Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
KIO,KKR Income Opportunities Fund,Miscellaneous,Investment trusts/Mutual funds
GNTY,"Guaranty Bancshares, Inc.",Finance,Regional banks
CWCO,Consolidated Water Co. Ltd.,Utilities,Water utilities
HBCP,"Home Bancorp, Inc.",Finance,Regional banks
FNNCF,Financial 15 Split Corp,Miscellaneous,Investment trusts/Mutual funds
DCGO,DocGo Inc.,Health services,Medical/Nursing services
HVT.A,"Haverty Furniture Companies, Inc.",Retail trade,Specialty stores
FIISO,"Financial Institutions, Inc.",Finance,Regional banks
FISI,"Financial Institutions, Inc.",Finance,Regional banks
TTTRF,Treatt Plc,Process industries,Chemicals: specialty
NVEC,NVE Corporation,Electronic technology,Semiconductors
AMBZ,"American Business Bank (Los Angeles, CA)",Finance,Regional banks
MHCUF,Flagship Communities Real Estate Investment Trust,Finance,Real estate investment trusts
GBFH,GBank Financial Holdings Inc.,Finance,Regional banks
CSGQF,Costain Group Plc,Industrial services,Engineering & construction
CHSCP,CHS Inc - 8% Cumulative Redeemable Preferred Stock,Distribution services,Wholesale distributors
CHSCL,CHS Inc,Distribution services,Wholesale distributors
CHSCM,CHS Inc,Distribution services,Wholesale distributors
CHSCN,CHS Inc - Preferred,Distribution services,Wholesale distributors
CHSCO,CHS Inc,Distribution services,Wholesale distributors
RRBI,"Red River Bancshares, Inc.",Finance,Regional banks
HBB,Hamilton Beach Brands Holding Company,Consumer durables,Electronics/Appliances
ORENF,Origin Enterprises PLC,Commercial services,Miscellaneous commercial services
JILL,"J. Jill, Inc.",Retail trade,Apparel/Footwear retail
NECB,"NorthEast Community Bancorp, Inc.",Finance,Major banks
SOR,"Source Capital, Inc.",Miscellaneous,Investment trusts/Mutual funds
HVT,"Haverty Furniture Companies, Inc.",Retail trade,Specialty stores
SCM,Stellus Capital Investment Corporation,Finance,Investment managers
WTBA,West Bancorporation,Finance,Regional banks
FBIZ,"First Business Financial Services, Inc.",Finance,Regional banks
LOCO,"El Pollo Loco Holdings, Inc.",Consumer services,Restaurants
NRIM,Northrim BanCorp Inc,Finance,Regional banks
AEHR,Aehr Test Systems,Electronic technology,Electronic production equipment
SSMFF,SFC Energy AG,Electronic technology,Electronic production equipment
SMC,Summit Midstream Corporation,Industrial services,Oil & gas pipelines
ACNB,ACNB Corporation,Finance,Regional banks
VLERF,Valeura Energy Inc.,Energy minerals,Integrated oil
ARTNB,Artesian Resources Corp.,Utilities,Water utilities
TCMD,"Tactile Systems Technology, Inc.",Health technology,Medical specialties
FRBA,First Bank,Finance,Regional banks
GAMB,Gambling.com Group Limited,Technology services,Packaged software
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
PPT,Putnam Premier Income Trust,Miscellaneous,Investment trusts/Mutual funds
TRAK,"ReposiTrak, Inc.",Technology services,Packaged software
BGR,BlackRock Energy and Resources Trust,Miscellaneous,Investment trusts/Mutual funds
CIX,CompX International Inc.,Producer manufacturing,Metal fabrication
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
EFT,Eaton Vance Floating Rate Income Trust,Miscellaneous,Investment trusts/Mutual funds
ARTNA,Artesian Resources Corporation,Utilities,Water utilities
RCS,"PIMCO Strategic Income Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
HDSN,"Hudson Technologies, Inc.",Distribution services,Wholesale distributors
NEWTZ,"NewtekOne, Inc. - 5.50% Notes Due 2026",Finance,Finance/Rental/Leasing
NEWTI,"NewtekOne, Inc. - 8.00% Fixed Rate Senior Notes due 2028",Finance,Finance/Rental/Leasing
NEWTH,"NewtekOne, Inc. - 8.625% Fixed Rate Senior Notes due 2029",Finance,Finance/Rental/Leasing
NEWT,"NewtekOne, Inc.",Finance,Finance/Rental/Leasing
NEWTG,"NewtekOne, Inc. - 8.50% Fixed Rate Senior Notes due 2029",Finance,Finance/Rental/Leasing
JFIN,Jiayin Group Inc.,Finance,Finance/Rental/Leasing
KRKNF,Kraken Robotics Inc.,Electronic technology,Aerospace & defense
FSBW,"FS Bancorp, Inc.",Finance,Savings banks
VMD,"Viemed Healthcare, Inc.",Health services,Hospital/Nursing management
JAKK,"JAKKS Pacific, Inc.",Consumer durables,Recreational products
ASG,"Liberty All-Star Growth Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
MPX,Marine Products Corporation,Consumer durables,Recreational products
BEVFF,Diversified Royalty Corp.,Commercial services,Miscellaneous commercial services
AIRJ,Montana Technologies Corp,Producer manufacturing,Electrical products
MSB,Mesabi Trust,Non-energy minerals,Steel
XYF,X Financial,Finance,Finance/Rental/Leasing
ZJYL,JIN MEDICAL INTERNATIONAL LTD.,Health technology,Medical specialties
WEYS,"Weyco Group, Inc.",Consumer non-durables,Apparel/Footwear
CIVB,"Civista Bancshares, Inc.",Finance,Regional banks
TWN,"Taiwan Fund, Inc. (The)",Miscellaneous,Investment trusts/Mutual funds
HYAC.U,Haymaker Acquisition Corp. 4,Finance,Financial conglomerates
TITN,Titan Machinery Inc.,Distribution services,Wholesale distributors
SPOK,"Spok Holdings, Inc.",Communications,Wireless telecommunications
HRTG,"Heritage Insurance Holdings, Inc.",Finance,Property/Casualty insurance
PHXHF,PHX Energy Services Corp.,Industrial services,Contract drilling
BGH,Barings Global Short Duration High Yield Fund,Miscellaneous,Investment trusts/Mutual funds
IBEX,IBEX Limited,Commercial services,Advertising/Marketing services
BSEM,"BioStem Technologies, Inc.",Health technology,Biotechnology
RITR,Reitar Logtech Holdings Limited,Finance,Real estate investment trusts
PFL,PIMCO Income Strategy Fund Shares of Beneficial Interest,Miscellaneous,Investment trusts/Mutual funds
HEHSF,Hellenic Stock Exchanges,Finance,Investment banks/Brokers
OBT,"Orange County Bancorp, Inc.",Finance,Regional banks
GWRS,"Global Water Resources, Inc.",Utilities,Water utilities
FCMGF,Firm Capital Mortgage Investment Corp,Finance,Finance/Rental/Leasing
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,Miscellaneous,Investment trusts/Mutual funds
FDBC,"Fidelity D & D Bancorp, Inc.",Finance,Regional banks
ALNT,Allient Inc.,Producer manufacturing,Electrical products
GRYRF,Geo Energy Resources Ltd.,Energy minerals,Coal
GHG,GreenTree Hospitality Group Ltd.,Consumer services,Hotels/Resorts/Cruise lines
HLAN,Heartland BancCorp,Finance,Regional banks
BGT,BlackRock Floating Rate Income Trust,Miscellaneous,Investment trusts/Mutual funds
JGH,Nuveen Global High Income Fund,Miscellaneous,Investment trusts/Mutual funds
GENK,"GEN Restaurant Group, Inc.",Consumer services,Restaurants
COFS,"ChoiceOne Financial Services, Inc.",Finance,Regional banks
REFI,"Chicago Atlantic Real Estate Finance, Inc.",Finance,Real estate investment trusts
UNTC,Unit Corp.,Utilities,Gas distributors
GENC,"Gencor Industries, Inc.",Producer manufacturing,Trucks/Construction/Farm machinery
USCB,"USCB Financial Holdings, Inc.",Finance,Regional banks
FLXS,"Flexsteel Industries, Inc.",Consumer durables,Home furnishings
GNFT,GENFIT S.A.,Health technology,Pharmaceuticals: major
REI,"Ring Energy, Inc.",Energy minerals,Integrated oil
HZNOF,DEXTERRA GROUP INC.,Consumer durables,Homebuilding
HSHP,Himalaya Shipping Ltd.,Transportation,Marine shipping
FNLC,"First Bancorp, Inc (ME)",Finance,Major banks
FFBB,FFB Bancorp,Finance,Regional banks
TGAFF,Taiga Building Products Ltd.,Distribution services,Wholesale distributors
PANL,Pangaea Logistics Solutions Ltd.,Miscellaneous,Miscellaneous
ESEA,Euroseas Ltd.,Transportation,Marine shipping
CZNC,Citizens & Northern Corp,Finance,Regional banks
PNRG,PrimeEnergy Resources Corporation,Energy minerals,Oil & gas production
HLNFF,High Liner Foods Inc.,Consumer non-durables,Food: meat/fish/dairy
PBAM,"Private Bancorp of America, Inc.",Finance,Regional banks
CPHRF,"Cipher Pharmaceuticals, Inc.",Health technology,Pharmaceuticals: other
ZYXI,"Zynex, Inc.",Health technology,Medical specialties
TPLKF,Tepla AG,Electronic technology,Semiconductors
SSBK,"Southern States Bancshares, Inc.",Finance,Regional banks
EUBG,ENTREPRENEUR UNIVERSE BRIGHT GROUP,Commercial services,Advertising/Marketing services
IIF,"Morgan Stanley India Investment Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
BCML,BayCom Corp,Finance,Regional banks
AEF,"abrdn Emerging Markets Equity Income Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
CZFS,"Citizens Financial Services, Inc.",Finance,Regional banks
IMMR,Immersion Corporation,Electronic technology,Computer peripherals
MAMA,"Mama's Creations, Inc.",Consumer non-durables,Food: meat/fish/dairy
RIV,"RiverNorth Opportunities Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
FCT,First Trust Senior Floating Rate Income Fund II,Miscellaneous,Investment trusts/Mutual funds
TOTZF,Total Energy Services Inc.,Industrial services,Oilfield services/Equipment
GNSPF,GENUSPLUS GROUP LTD.,Industrial services,Engineering & construction
MCR,MFS Charter Income Trust,Miscellaneous,Investment trusts/Mutual funds
BTOC,Armlogi Holding Corp.,Transportation,Other transportation
BPZZF,Boston Pizza Royalties Income Fund,Miscellaneous,Investment trusts/Mutual funds
FNCSF,North American Financial 15 Split Corp,Miscellaneous,Investment trusts/Mutual funds
CBAN,"Colony Bankcorp, Inc.",Finance,Regional banks
FTF,Franklin Limited Duration Income Trust,Miscellaneous,Investment trusts/Mutual funds
FF,FutureFuel Corp.,Process industries,Chemicals: specialty
DBL,DoubleLine Opportunistic Credit Fund,Miscellaneous,Investment trusts/Mutual funds
NREF/PA,"NexPoint Real Estate Finance, Inc. 8.50% Series A Cumulative Redeemable Preferred Stock",Finance,Real estate investment trusts
NREF,"NexPoint Real Estate Finance, Inc.",Finance,Real estate investment trusts
CBYDF,Corby Spirit and Wine Ltd.,Consumer non-durables,Beverages: alcoholic
CNDCF,Canadian Banc Corp,Miscellaneous,Investment trusts/Mutual funds
TEI,"Templeton Emerging Markets Income Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
CRBBF,Corby Spirit and Wine Ltd.,Consumer non-durables,Beverages: alcoholic
ERC,Allspring Multi-Sector Income Fund,Miscellaneous,Investment trusts/Mutual funds
NTG,"Tortoise Midstream Energy Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
PKBK,"Parke Bancorp, Inc.",Finance,Regional banks
HYAC,Haymaker Acquisition Corp. 4,Finance,Financial conglomerates
KPGHF,Kelly Partners Group Holdings Ltd.,Commercial services,Miscellaneous commercial services
JRS,Nuveen Real Estate Income Fund,Miscellaneous,Investment trusts/Mutual funds
RPKIF,Richards Packaging Income Fund,Miscellaneous,Investment trusts/Mutual funds
UVPOF,Univanich Palm Oil Public Company Limited,Process industries,Agricultural commodities/Milling
JAGGF,Jaguar Mining Inc.,Non-energy minerals,Precious metals
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
ALPIB,Alpine Banks of Colorado,Finance,Savings banks
MSBC,Mission Bancorp,Finance,Regional banks
MFCSF,Medical Facilities Corp.,Health services,Hospital/Nursing management
CFWFF,Calfrac Well Services Ltd.,Industrial services,Oilfield services/Equipment
ORZCF,Orezone Gold Corp.,Non-energy minerals,Precious metals
NATR,"Nature's Sunshine Products, Inc.",Health technology,Pharmaceuticals: other
PLBC,Plumas Bancorp,Finance,Regional banks
TSI,"TCW Strategic Income Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
DUGTF,DUG TECHNOLOGY LTD,Technology services,Packaged software
TSBK,"Timberland Bancorp, Inc.",Finance,Savings banks
JCE,Nuveen Core Equity Alpha Fund,Miscellaneous,Investment trusts/Mutual funds
MBLU,"Morris State Bancshares, Inc.",Finance,Regional banks
MCCK,"Mestek, Inc.",Producer manufacturing,Industrial machinery
EXCOF,Exco Technologies Ltd.,Producer manufacturing,Auto parts: OEM
BRSGF,Queens Rd Cap Invt Ltd.,Miscellaneous,Miscellaneous
JRVR,"James River Group Holdings, Ltd.",Finance,Multi-line insurance
KVACU,Keen Vision Acquisition Corporation,Finance,Financial conglomerates
PZRIF,Pizza Pizza Royalty Corp.,Consumer services,Restaurants
RVRF,River Financial Corp.,Finance,Regional banks
AMNF,"Armanino Foods of Distinction, Inc.",Consumer non-durables,Food: specialty/candy
SAMG,Silvercrest Asset Management Group Inc.,Finance,Investment managers
CIA,"Citizens, Inc.",Finance,Life/Health insurance
PHT,"Pioneer High Income Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
VIRC,Virco Manufacturing Corporation,Producer manufacturing,Office equipment/Supplies
MNDJF,Mandalay Resources Corp.,Non-energy minerals,Precious metals
HIE,Miller/Howard High Income Equity Fund,Miscellaneous,Investment trusts/Mutual funds
OVLY,Oak Valley Bancorp (CA),Finance,Regional banks
HZNFF,Horizon Oil Ltd.,Energy minerals,Integrated oil
CHMG,Chemung Financial Corp,Finance,Regional banks
PBPB,Potbelly Corporation,Consumer services,Restaurants
ACAZF,Acadian Timber Corp,Non-energy minerals,Forest products
UTMD,"Utah Medical Products, Inc.",Health technology,Medical specialties
DHY,Credit Suisse High Yield Bond Fund,Miscellaneous,Investment trusts/Mutual funds
NHS,Neuberger Berman High Yield Strategies Fund,Miscellaneous,Investment trusts/Mutual funds
CSHX,Cashmere Valley Bank,Finance,Regional banks
MFIN,Medallion Financial Corp.,Finance,Investment managers
FINW,FinWise Bancorp,Finance,Regional banks
MFGI,"Merchants Financial Group, Inc.",Finance,Regional banks
EVBN,"Evans Bancorp, Inc.",Finance,Major banks
OPBK,OP Bancorp,Finance,Regional banks
CYFL,Century Financial Corp.,Finance,Regional banks
ADFJF,ADF Group Inc.,Industrial services,Engineering & construction
LFCR,"Lifecore Biomedical, Inc.",Health technology,Pharmaceuticals: major
LGI,Lazard Global Total Return and Income Fund,Miscellaneous,Investment trusts/Mutual funds
TZOO,Travelzoo,Commercial services,Commercial printing/Forms
IDR,"Idaho Strategic Resources, Inc.",Non-energy minerals,Precious metals
SMLR,"Semler Scientific, Inc.",Health technology,Medical specialties
ACV,Virtus Diversified Income & Convertible Fund,Miscellaneous,Investment trusts/Mutual funds
CRNT,Ceragon Networks Ltd.,Electronic technology,Telecommunications equipment
DDWWF,Dividend Growth Split Corp.,Miscellaneous,Investment trusts/Mutual funds
MITT/PA,"AG Mortgage Investment Trust, Inc. 8.25% Preferred Series A",Finance,Real estate investment trusts
MITN,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",Finance,Real estate investment trusts
MITP,"AG Mortgage Investment Trust, Inc. 9.500% Senior Notes due 2029",Finance,Real estate investment trusts
MITT/PC,"AG Mortgage Investment Trust, Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, $0.01 par value per share",Finance,Real estate investment trusts
MITT,"AG Mortgage Investment Trust, Inc.",Finance,Real estate investment trusts
MITT/PB,"AG Mortgage Investment Trust, Inc. Preferred Series B",Finance,Real estate investment trusts
VABK,Virginia National Bankshares Corporation,Finance,Regional banks
KVAC,Keen Vision Acquisition Corporation,Finance,Financial conglomerates
EOD,Allspring Global Dividend Opportunity Fund,Miscellaneous,Investment trusts/Mutual funds
VEFFF,VEF AB,Finance,Financial conglomerates
AOMR,"Angel Oak Mortgage REIT, Inc.",Finance,Real estate investment trusts
AOMN,"Angel Oak Mortgage REIT, Inc. 9.500% Senior Notes due 2029",Finance,Real estate investment trusts
GASS,"StealthGas, Inc.",Transportation,Marine shipping
ARREF,Amerigo Resources Ltd.,Non-energy minerals,Other metals/Minerals
RGCO,RGC Resources Inc.,Utilities,Gas distributors
TRUX,Truxton Corp,Finance,Regional banks
CPSS,"Consumer Portfolio Services, Inc.",Finance,Finance/Rental/Leasing
CFNB,California First Leasing Corporation,Finance,Major banks
EIC,Eagle Point Income Company Inc.,Miscellaneous,Investment trusts/Mutual funds
COSO,"CoastalSouth Bancshares, Inc.",Finance,Regional banks
FUNC,First,Finance,Regional banks
MXF,"Mexico Fund, Inc. (The)",Miscellaneous,Investment trusts/Mutual funds
ISTR,Investar Holding Corporation,Finance,Regional banks
CFFI,C&F Financial Corporation,Finance,Regional banks
MED,MEDIFAST INC,Commercial services,Miscellaneous commercial services
PDER,Pardee Resources Co.,Energy minerals,Coal
PWOD,"Penns Woods Bancorp, Inc.",Finance,Regional banks
EMF,Templeton Emerging Markets Fund,Miscellaneous,Investment trusts/Mutual funds
ATUUF,TENAZ ENERGY CORP.,Energy minerals,Oil & gas production
OPP,"RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
ORWHF,Oriental Watch Holdings Ltd,Distribution services,Wholesale distributors
TATT,TAT Technologies Ltd.,Electronic technology,Aerospace & defense
GWOX,"Goodheart-Willcox Co. (THE), Inc.",Consumer services,Publishing: books/magazines
ESSA,"ESSA Bancorp, Inc.",Finance,Savings banks
ELMD,"Electromed, Inc.",Health technology,Medical specialties
SHIP,Seanergy Maritime Holdings Corp.,Transportation,Marine shipping
UBAB,"United Bancorporation of Alabama, Inc.",Finance,Regional banks
EML,Eastern Company (The),Consumer durables,Tools & hardware
ESOA,Energy Services of America Corporation,Industrial services,Engineering & construction
HYB,"New America High Income Fund, Inc. (The)",Miscellaneous,Investment trusts/Mutual funds
IGDFF,IG Design Group PLC,Consumer non-durables,Consumer sundries
EACO,EACO Corp.,Distribution services,Electronics distributors
GTE,Gran Tierra Energy Inc.,Energy minerals,Integrated oil
TSSI,"TSS, Inc.",Technology services,Information technology services
PAYS,"Paysign, Inc.",Commercial services,Miscellaneous commercial services
PSHIF,Lucero Energy Corp.,Energy minerals,Integrated oil
DHF,BNY Mellon High Yield Strategies Fund,Miscellaneous,Investment trusts/Mutual funds
OPTGF,OPTIMUS GROUP CO LTD.,Retail trade,Specialty stores
HQI,"HireQuest, Inc.",Commercial services,Personnel services
ALCO,"Alico, Inc.",Process industries,Agricultural commodities/Milling
FSFG,"First Savings Financial Group, Inc.",Finance,Regional banks
BSL,Blackstone Senior Floating Rate 2027 Term Fund,Miscellaneous,Investment trusts/Mutual funds
MPV,Barings Participation Investors,Miscellaneous,Investment trusts/Mutual funds
SMID,Smith-Midland Corporation,Non-energy minerals,Construction materials
MAKOF,Mako Mining Corp.,Non-energy minerals,Precious metals
SJT,San Juan Basin Royalty Trust,Miscellaneous,Investment trusts/Mutual funds
FCCO,First Community Corporation,Finance,Regional banks
ESCA,"Escalade, Incorporated",Consumer durables,Recreational products
SNVVF,Step Energy Svcs Ltd.,Energy minerals,Oil & gas production
EXSR,"Exchange Bank (Santa Rosa, CA)",Finance,Regional banks
ABANF,Automatic Bank Services Ltd.,Finance,Finance/Rental/Leasing
IVCHF,INVICTA HOLDINGS LTD.,Distribution services,Wholesale distributors
ANPMF,Andean Precious Metals Corp,Non-energy minerals,Precious metals
FLC,Flaherty & Crumrine Total Return Fund Inc,Miscellaneous,Investment trusts/Mutual funds
RCMT,"RCM Technologies, Inc.",Commercial services,Personnel services
PCRBF,Pricer AB,Electronic technology,Computer peripherals
CLTFF,Celtic Plc.,Consumer durables,Recreational products
BRLGF,DOMINION LENDING CTRS INC.,Finance,Finance/Rental/Leasing
MCRNF,Micro-Mechanics Ltd.,Producer manufacturing,Industrial machinery
CETEF,ACT Energy Technologies Ltd.,Industrial services,Contract drilling
AXR,AMREP Corporation,Finance,Real estate development
LFVN,Lifevantage Corporation,Health technology,Pharmaceuticals: other
FRACF,"Foraco International, Marseille",Industrial services,Engineering & construction
HONT,"Honat Bancorp, Inc.",Finance,Regional banks
AVBH,"Avidbank Holdings, Inc.",Finance,Regional banks
CFBK,CF Bankshares Inc.,Finance,Savings banks
BXSY,Bexil Investment Trust,Miscellaneous,Investment trusts/Mutual funds
BGX,Blackstone Long Short Credit Income Fund,Miscellaneous,Investment trusts/Mutual funds
QSG,QuantaSing Group Limited,Commercial services,Miscellaneous commercial services
LDDD,LONGDUODUO CO LTD.,Health services,Medical/Nursing services
URNAF,Urbana Corp.,Finance,Financial conglomerates
FNRN,First Northern Community Bancorp,Finance,Regional banks
UBAAF,Urbana Corp.,Finance,Financial conglomerates
CIK,"Credit Suisse Asset Management Income Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
DXLG,"Destination XL Group, Inc.",Retail trade,Apparel/Footwear retail
YIBO,Planet Image International Limited,Consumer durables,Electronics/Appliances
FRMUF,Firm Capital Property Trust,Finance,Real estate investment trusts
DNGDF,Dynacor Group Inc.,Non-energy minerals,Other metals/Minerals
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
MXGFF,Maxim Power Corp.,Utilities,Electric utilities
EHI,Western Asset Global High Income Fund Inc,Miscellaneous,Investment trusts/Mutual funds
UBFO,United Security Bancshares,Finance,Regional banks
FXLG,F.S. Bancorp,Finance,Regional banks
TAYD,"Taylor Devices, Inc.",Producer manufacturing,Industrial machinery
STRT,STRATTEC SECURITY CORPORATION,Producer manufacturing,Auto parts: OEM
BCSA,Blockchain Coinvestors Acquisition Corp. I,Finance,Financial conglomerates
BCSAU,Blockchain Coinvestors Acquisition Corp. I,Finance,Financial conglomerates
EDF,Virtus Stone Harbor Emerging Markets Income Fund,Miscellaneous,Investment trusts/Mutual funds
EGAN,eGain Corporation,Technology services,Internet software/Services
BANX,ArrowMark Financial Corp.,Miscellaneous,Investment trusts/Mutual funds
CBFV,"CB Financial Services, Inc.",Finance,Regional banks
ACU,Acme,Distribution services,Wholesale distributors
MPTI,"M-tron Industries, Inc.",Electronic technology,Electronic production equipment
FTLF,"FitLife Brands, Inc.",Health technology,Pharmaceuticals: other
GEOS,Geospace Technologies Corporation,Industrial services,Oilfield services/Equipment
PBYI,Puma Biotechnology Inc,Health technology,Pharmaceuticals: major
FRAF,Franklin Financial Services Corporation,Finance,Regional banks
CZWI,"Citizens Community Bancorp, Inc.",Finance,Regional banks
FFMH,First Farmers & Merchants Corp.,Finance,Regional banks
ULBI,Ultralife Corporation,Producer manufacturing,Electrical products
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,Miscellaneous,Investment trusts/Mutual funds
DLNG,Dynagas LNG Partners LP,Transportation,Marine shipping
DLNG/PB,Dynagas LNG Partners LP 8.75% Series B Fixed to Floating Rate Cumulative Redeemable Perpetual Preferred,Transportation,Marine shipping
DLNG/PA,Dynagas LNG Partners LP 9.00% Series A Cumulative Redeemable Preferred,Transportation,Marine shipping
DFORF,D4T4 Solutions PLC,Technology services,Packaged software
CAAS,"China Automotive Systems, Inc.",Producer manufacturing,Auto parts: OEM
DCF,"BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
DMO,Western Asset Mortgage Opportunity Fund Inc.,Miscellaneous,Investment trusts/Mutual funds
ELA,Envela Corporation,Retail trade,Specialty stores
PEBK,"Peoples Bancorp of North Carolina, Inc.",Finance,Regional banks
FACO,First Acceptance Corp.,Finance,Property/Casualty insurance
STGAF,AFENTRA PLC,Energy minerals,Oil & gas production
FNWD,Finward Bancorp,Finance,Savings banks
CMT,Core Molding Technologies Inc,Producer manufacturing,Industrial machinery
FREVS,First Real Estate Investment Trust of New Jersey Inc.,Finance,Real estate investment trusts
SBFG,"SB Financial Group, Inc.",Finance,Regional banks
QEPC,"Q.E.P. Co., Inc.",Consumer durables,Tools & hardware
THXPF,THOR EXPLORATION LTD.,Non-energy minerals,Precious metals
PTRUF,Petrus Resources Ltd.,Energy minerals,Integrated oil
ALVOF,Alvopetro Energy Ltd,Energy minerals,Oil & gas production
HMENF,Hemisphere Energy Corp.,Energy minerals,Oil & gas production
LFT/PA,"Lument Finance Trust, Inc. 7.875% Series A Cumulative Redeemable Preferred Stock",Finance,Real estate investment trusts
LFT,"Lument Finance Trust, Inc.",Finance,Real estate investment trusts
DERM,Journey Medical Corporation,Health technology,Pharmaceuticals: major
TYCB,"Calvin B. Taylor Bankshares, Inc.",Finance,Regional banks
UNB,"Union Bankshares, Inc.",Finance,Regional banks
GLQ,Clough Global Equity Fund,Miscellaneous,Investment trusts/Mutual funds
ISSC,"Innovative Solutions and Support, Inc.",Electronic technology,Aerospace & defense
PFLC,Pacific Financial Corp.,Finance,Regional banks
MNAT,Marquette National Corp.,Finance,Regional banks
CCRD,CoreCard Corporation,Technology services,Packaged software
NANX,Nanophase Technologies Corp.,Process industries,Chemicals: major diversified
JHI,John Hancock Investors Trust,Miscellaneous,Investment trusts/Mutual funds
SRV,Cushing MLP & Infrastructure Total Return Fund,Miscellaneous,Investment trusts/Mutual funds
IPOOF,InPlay Oil Corp.,Energy minerals,Integrated oil
FTGFF,Firan Technology Group Corporation,Electronic technology,Electronic components
FCAP,"First Capital, Inc.",Finance,Savings banks
EMYB,Embassy Bancorp Inc.,Finance,Regional banks
CCFN,Muncy Columbia Financial Corporation,Finance,Regional banks
FGFH,Foresight Financial Group Inc.,Finance,Regional banks
FEIM,"Frequency Electronics, Inc.",Electronic technology,Telecommunications equipment
CWBK,CW Bancorp,Finance,Regional banks
LYBC,"Lyons Bancorp, Inc.",Finance,Major banks
ABIT,ATHENA BITCOIN GLOBAL,Commercial services,Miscellaneous commercial services
SCEYF,Source Energy Services Ltd.,Non-energy minerals,Construction materials
PDEX,"Pro-Dex, Inc.",Health technology,Medical specialties
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,Miscellaneous,Investment trusts/Mutual funds
KINS,"Kingstone Companies, Inc",Finance,Insurance brokers/Services
KGEI,Kolibri Global Energy Inc.,Energy minerals,Oil & gas production
PLAOU,Patria Latin American Opportunity Acquisition Corp.,Finance,Financial conglomerates
PLAO,Patria Latin American Opportunity Acquisition Corp.,Finance,Financial conglomerates
CHNSF,CHINA STARCH HOLDINGS LIMITED,Consumer non-durables,Food: major diversified
TRCY,Tri City Bankshares Corp.,Finance,Major banks
PFIE,"Profire Energy, Inc.",Electronic technology,Electronic equipment/Instruments
LARK,Landmark Bancorp Inc.,Finance,Major banks
DTI,Drilling Tools International Corporation,Finance,Finance/Rental/Leasing
TGHLF,Tornado Global Hydrovacs Ltd.,Consumer durables,Motor vehicles
MNTX,"Manitex International, Inc.",Producer manufacturing,Trucks/Construction/Farm machinery
EFSI,"Eagle Financial Services, Inc.",Finance,Regional banks
CURN,Currency Exchange International Corp,Finance,Regional banks
VBFC,Village Bank and Trust Financial Corp.,Finance,Regional banks
QNBC,QNB Corp.,Finance,Regional banks
ARBV,AMERICAN RIVIERA BANCORP,Finance,Regional banks
